0,1,2,3,4,5,6,7,8,9
19,1165133,MAASAI MARA UNIVERSITY,BACHELOR OF COMMERCE,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
20,1166133,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF COMMERCE,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
21,1246133,MURANG'A UNIVERSITY OF TECHNOLOGY,BACHELOR OF COMMERCE,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
22,1249133,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF COMMERCE,32.291,30.346,"MAT
A(121)/MAT
B(122):C",,,
23,1279133,MOUNT KENYA UNIVERSITY,BACHELOR OF COMMERCE,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2024,CUTOFF - 2023,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
24,1470133,KAIMOSI FRIENDS UNIVERSITY,BACHELOR OF COMMERCE,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
25,1480133,CATHOLIC UNIVERSITY OF EASTERN AFRICA,BACHELOR OF COMMERCE,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
26,1495133,LUKENYA UNIVERSITY,BACHELOR OF COMMERCE,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
27,1515133,TOM MBOYA UNIVERSITY,BACHELOR OF COMMERCE,-,-,"MAT
A(121)/MAT
B(122):C",,,
28,1570133,TURKANA UNIVERSITY COLLEGE,BACHELOR OF COMMERCE,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
29,1600133,ALUPE UNIVERSITY,BACHELOR OF COMMERCE,-,-,"MAT
A(121)/MAT
B(122):C",,,
30,3890133,KOITALEEL SAMOEI UNIVERSITY COLLEGE,BACHELOR OF COMMERCE,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
31,1073133,RONGO UNIVERSITY,BACHELOR OF COMMERCE (B.COM),21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
32,1078133,AFRICA NAZARENE UNIVERSITY,BACHELOR OF COMMERCE (B.COM),21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
33,1080133,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF COMMERCE (B.COM),24.003,21.444,"MAT
A(121)/MAT
B(122):C",,,
34,1091133,TAITA TAVETA UNIVERSITY,BACHELOR OF COMMERCE (B.COM),21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
35,1107133,ST PAULS UNIVERSITY,BACHELOR OF COMMERCE (B.COM),21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
36,1111133,KENYATTA UNIVERSITY,BACHELOR OF COMMERCE (B.COM),32.613,30.779,"MAT
A(121)/MAT
B(122):C",,,
37,1112133,TECHNICAL UNIVERSITY OF KENYA,BACHELOR OF COMMERCE (B.COM),30.286,29.07,"MAT
A(121)/MAT
B(122):C",,,
38,1170133,MACHAKOS UNIVERSITY,BACHELOR OF COMMERCE (B.COM),24.21,21.444,"MAT
A(121)/MAT
B(122):C",,,
39,1176133,LAIKIPIA UNIVERSITY,BACHELOR OF COMMERCE (B.COM),21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
40,1240133,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF COMMERCE (B.COM),21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
41,1263133,UNIVERSITY OF NAIROBI,BACHELOR OF COMMERCE (B.COM),34.426,33.556,"MAT
A(121)/MAT
B(122):C",,,
42,1425133,ZETECH UNIVERSITY,BACHELOR OF COMMERCE (B.COM),21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
43,1580133,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,BACHELOR OF COMMERCE (B.COM),24.044,21.444,"MAT
A(121)/MAT
B(122):C",,,
44,1685133,THARAKA UNIVERSITY,BACHELOR OF COMMERCE (B.COM),21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
45,5145133,OPEN UNIVERSITY OF KENYA,BACHELOR OF COMMERCE (B.COM),-,-,"MAT
A(121)/MAT
B(122):C",,,
46,1173133,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF COMMERCE(B.COM),24.388,21.444,"MAT
A(121)/MAT
B(122):C",,,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2024,CUTOFF - 2023,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
2,1515135,TOM MBOYA UNIVERSITY,"BACHELOR OF EDUCATION (ARTS, WITH IT)",27.837,25.8,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
3,1057135,EGERTON UNIVERSITY,BACHELOR OF EDUCATION (ARTS),32.306,32.486,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
4,1061135,KABARAK UNIVERSITY,BACHELOR OF EDUCATION (ARTS),26.546,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
5,1073135,RONGO UNIVERSITY,BACHELOR OF EDUCATION (ARTS),28.096,27.67,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
6,1077135,KENYA METHODIST UNIVERSITY,BACHELOR OF EDUCATION (ARTS),23.104,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
7,1078135,AFRICA NAZARENE UNIVERSITY,BACHELOR OF EDUCATION (ARTS),23.442,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
8,1087135,KISII UNIVERSITY,BACHELOR OF EDUCATION (ARTS),29.991,30.144,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2024,CUTOFF - 2023,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
9,1088135,GRETSA UNIVERSITY,BACHELOR OF EDUCATION (ARTS),23.657,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
10,1090135,SCOTT CHRISTIAN UNIVERSITY,BACHELOR OF EDUCATION (ARTS),21.858,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
11,1091135,TAITA TAVETA UNIVERSITY,BACHELOR OF EDUCATION (ARTS),26.314,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
12,1093135,UNIVERSITY OF EMBU,BACHELOR OF EDUCATION (ARTS),28.208,28.791,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
13,1096135,GARISSA UNIVERSITY,BACHELOR OF EDUCATION (ARTS),23.967,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
14,1103135,KCA UNIVERSITY,BACHELOR OF EDUCATION (ARTS),24.216,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
15,1105135,CHUKA UNIVERSITY,BACHELOR OF EDUCATION (ARTS),31.468,32.845,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2024,CUTOFF - 2023,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
16,1108135,KIBABII UNIVERSITY,BACHELOR OF EDUCATION (ARTS),28.747,28.733,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
17,1111135,KENYATTA UNIVERSITY,BACHELOR OF EDUCATION (ARTS),33.556,34.725,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
18,1114135,UNIVERSITY OF ELDORET,BACHELOR OF EDUCATION (ARTS),29.002,31.187,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
19,1117135,PWANI UNIVERSITY,BACHELOR OF EDUCATION (ARTS),29.26,29.554,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
20,1118135,UNIVERSITY OF KABIANGA,BACHELOR OF EDUCATION (ARTS),29.077,28.659,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
21,1119135,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF EDUCATION (ARTS),21.858,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
22,1165135,MAASAI MARA UNIVERSITY,BACHELOR OF EDUCATION (ARTS),29.507,29.033,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2024,CUTOFF - 2023,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
23,1166135,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF EDUCATION (ARTS),27.258,24.904,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
24,1169135,KENYA HIGHLANDS EVANGELICAL UNIVERSITY,BACHELOR OF EDUCATION (ARTS),21.858,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
25,1170135,MACHAKOS UNIVERSITY,BACHELOR OF EDUCATION (ARTS),29.206,28.949,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
26,1176135,LAIKIPIA UNIVERSITY,BACHELOR OF EDUCATION (ARTS),27.574,26.869,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
27,1181135,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF EDUCATION (ARTS),23.471,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
28,1192135,GREAT LAKES UNIVERSITY OF KISUMU,BACHELOR OF EDUCATION (ARTS),23.897,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
29,1196135,PRESBYTERIAN UNIVERSITY OF EAST AFRICA,BACHELOR OF EDUCATION (ARTS),21.858,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2024,CUTOFF - 2023,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
30,1244135,KARATINA UNIVERSITY,BACHELOR OF EDUCATION (ARTS),29.47,28.78,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
