0,1,2,3,4,5,6,7,8,9
31,1246135,MURANG'A UNIVERSITY OF TECHNOLOGY,BACHELOR OF EDUCATION (ARTS),28.166,26.856,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
32,1253135,MOI UNIVERSITY,BACHELOR OF EDUCATION (ARTS),30.04,30.707,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
33,1263135,UNIVERSITY OF NAIROBI,BACHELOR OF EDUCATION (ARTS),32.421,33.663,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
34,1460135,KIRIRI WOMENS UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF EDUCATION (ARTS),21.858,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
35,1470135,KAIMOSI FRIENDS UNIVERSITY,BACHELOR OF EDUCATION (ARTS),27.773,25.793,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
36,1475135,TANGAZA UNIVERSITY,BACHELOR OF EDUCATION (ARTS),23.781,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2024,CUTOFF - 2023,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
37,1480135,CATHOLIC UNIVERSITY OF EASTERN AFRICA,BACHELOR OF EDUCATION (ARTS),22.986,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
38,1495135,LUKENYA UNIVERSITY,BACHELOR OF EDUCATION (ARTS),22.937,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
39,1500494,THE EAST AFRICAN UNIVERSITY,BACHELOR OF EDUCATION (ARTS),21.858,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
40,1555135,KENYA ASSEMBLIES OF GOD EAST UNIVERSITY,BACHELOR OF EDUCATION (ARTS),21.858,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
41,1570135,TURKANA UNIVERSITY COLLEGE,BACHELOR OF EDUCATION (ARTS),22.358,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
42,1600135,ALUPE UNIVERSITY,BACHELOR OF EDUCATION (ARTS),27.787,26.318,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
43,3890135,KOITALEEL SAMOEI UNIVERSITY COLLEGE,BACHELOR OF EDUCATION (ARTS),26.62,23.272,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2024,CUTOFF - 2023,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
44,1066135,MANAGEMENT UNIVERSITY OF AFRICA,BACHELOR OF EDUCATION ARTS,-,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
45,1082135,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF EDUCATION ARTS,30.054,30.315,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
46,1107135,ST PAULS UNIVERSITY,BACHELOR OF EDUCATION ARTS,23.857,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
47,1240135,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF EDUCATION ARTS,27.526,27.652,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
48,1279135,MOUNT KENYA UNIVERSITY,BACHELOR OF EDUCATION ARTS,27.323,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
49,1425135,ZETECH UNIVERSITY,BACHELOR OF EDUCATION ARTS,23.305,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
50,1530135,MARIST INTERNATIONAL UNIVERSITY COLLEGE,BACHELOR OF EDUCATION ARTS,21.858,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
1,1105136,CHUKA UNIVERSITY,BACHELOR OF ARTS (CRIMINOLOGY & SECURITY STUDIES),26.631,30.721,,,,
2,1165136,MAASAI MARA UNIVERSITY,BACHELOR OF ARTS (CRIMINOLOGY AND PENOLOGY),22.449,26.573,,,,
3,1057136,EGERTON UNIVERSITY,BACHELOR OF ARTS (CRIMINOLOGY AND SECURITY STUDIES),28.019,30.426,,,,
4,1087136,KISII UNIVERSITY,BACHELOR OF ARTS (CRIMINOLOGY AND SECURITY STUDIES),22.449,27.342,,,,
5,1093136,UNIVERSITY OF EMBU,BACHELOR OF ARTS (CRIMINOLOGY AND SECURITY STUDIES),22.449,26.443,,,,
6,1176136,LAIKIPIA UNIVERSITY,BACHELOR OF ARTS (CRIMINOLOGY AND SECURITY STUDIES),22.449,25.44,,,,
7,1685136,THARAKA UNIVERSITY,BACHELOR OF ARTS (CRIMINOLOGY AND SECURITY STUDIES),22.449,22.916,,,,
8,1229136,MASENO UNIVERSITY,"BACHELOR OF ARTS (CRIMINOLOGY, WITH IT)",25.524,30.192,,,,
9,1515136,TOM MBOYA UNIVERSITY,"BACHELOR OF ARTS (CRIMINOLOGY, WITH IT)",22.449,24.222,,,,
10,1244136,KARATINA UNIVERSITY,"BACHELOR OF ARTS IN CRIMINOLOGY, CRIMINAL JUSTICE AND PUBLIC SAFETY",22.449,26.271,,,,
11,1082136,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF CRIMINOLOGY,23.602,28.482,,,,
12,1108136,KIBABII UNIVERSITY,BACHELOR OF CRIMINOLOGY,22.449,26.286,,,,
13,1246136,MURANG'A UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE (CRIMINOLOGY AND SECURITY STUDIES),22.449,22.916,,,,
14,1078136,AFRICA NAZARENE UNIVERSITY,BACHELOR OF ARTS IN CRIMINAL JUSTICE AND SECURITY MANAGEMENT,22.449,25.041,,,,
15,1107136,ST PAULS UNIVERSITY,BACHELOR OF ARTS IN CRIMINAL JUSTICE AND SECURITY MANAGEMENT,22.449,22.916,,,,
16,1470136,KAIMOSI FRIENDS UNIVERSITY,BACHELOR OF ARTS (CRIMINOLOGY AND CRIMINAL JUSTICE),22.449,24.62,,,,
17,1570136,TURKANA UNIVERSITY COLLEGE,BACHELOR OF ARTS (CRIMINOLOGY AND CRIMINAL JUSTICE),22.449,22.916,,,,
18,1077136,KENYA METHODIST UNIVERSITY,BACHELOR OF SCIENCE (CRIMINOLOGY AND SECURITY MANAGEMENT),22.449,22.916,,,,
19,1103136,KCA UNIVERSITY,BACHELOR OF ARTS IN CRIMINOLOGY,22.449,22.916,,,,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2024,CUTOFF - 2023,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
3,1057137,EGERTON UNIVERSITY,BACHELOR OF EDUCATION (SCIENCE),35.289,35.282,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
4,1061137,KABARAK UNIVERSITY,BACHELOR OF EDUCATION (SCIENCE),23.662,22.358,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
5,1073137,RONGO UNIVERSITY,BACHELOR OF EDUCATION (SCIENCE),28.565,27.259,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
6,1077137,KENYA METHODIST UNIVERSITY,BACHELOR OF EDUCATION (SCIENCE),24.256,22.358,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
7,1082137,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF EDUCATION (SCIENCE),32.607,33.962,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
8,1087137,KISII UNIVERSITY,BACHELOR OF EDUCATION (SCIENCE),31.945,32.322,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
9,1091137,TAITA TAVETA UNIVERSITY,BACHELOR OF EDUCATION (SCIENCE),23.842,23.764,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
10,1093137,UNIVERSITY OF EMBU,BACHELOR OF EDUCATION (SCIENCE),31.01,30.482,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
11,1096137,GARISSA UNIVERSITY,BACHELOR OF EDUCATION (SCIENCE),23.419,22.358,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
12,1105137,CHUKA UNIVERSITY,BACHELOR OF EDUCATION (SCIENCE),34.392,35.446,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
13,1108137,KIBABII UNIVERSITY,BACHELOR OF EDUCATION (SCIENCE),31.88,31.948,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
14,1111137,KENYATTA UNIVERSITY,BACHELOR OF EDUCATION (SCIENCE),37.208,37.778,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
15,1114137,UNIVERSITY OF ELDORET,BACHELOR OF EDUCATION (SCIENCE),32.77,34.416,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
16,1117137,PWANI UNIVERSITY,BACHELOR OF EDUCATION (SCIENCE),31.292,31.965,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
17,1118137,UNIVERSITY OF KABIANGA,BACHELOR OF EDUCATION (SCIENCE),31.005,31.504,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
18,1165137,MAASAI MARA UNIVERSITY,BACHELOR OF EDUCATION (SCIENCE),31.29,32.02,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
19,1166137,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF EDUCATION (SCIENCE),27.259,24.438,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
20,1169137,KENYA HIGHLANDS EVANGELICAL UNIVERSITY,BACHELOR OF EDUCATION (SCIENCE),-,-,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
21,1170137,MACHAKOS UNIVERSITY,BACHELOR OF EDUCATION (SCIENCE),31.551,33.362,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
22,1176137,LAIKIPIA UNIVERSITY,BACHELOR OF EDUCATION (SCIENCE),31.846,31.823,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
23,1181137,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF EDUCATION (SCIENCE),23.598,22.358,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
24,1196137,PRESBYTERIAN UNIVERSITY OF EAST AFRICA,BACHELOR OF EDUCATION (SCIENCE),21.858,22.358,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
25,1240137,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF EDUCATION (SCIENCE),30.588,30.648,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
26,1244137,KARATINA UNIVERSITY,BACHELOR OF EDUCATION (SCIENCE),30.945,30.097,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
27,1246137,MURANG'A UNIVERSITY OF TECHNOLOGY,BACHELOR OF EDUCATION (SCIENCE),31.895,31.162,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
28,1253137,MOI UNIVERSITY,BACHELOR OF EDUCATION (SCIENCE),34.603,35.434,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
29,1263137,UNIVERSITY OF NAIROBI,BACHELOR OF EDUCATION (SCIENCE),36.127,37.073,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
30,1279137,MOUNT KENYA UNIVERSITY,BACHELOR OF EDUCATION (SCIENCE),22.824,22.358,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
31,1470137,KAIMOSI FRIENDS UNIVERSITY,BACHELOR OF EDUCATION (SCIENCE),29.006,29.438,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
32,1475137,TANGAZA UNIVERSITY,BACHELOR OF EDUCATION (SCIENCE),21.858,22.358,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
33,1480137,CATHOLIC UNIVERSITY OF EASTERN AFRICA,BACHELOR OF EDUCATION (SCIENCE),23.601,22.358,"BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+","BIO(231)/PHY(23
2)/CHE(233)/MA
T A(121):C+",,
1,1079146,KIRINYAGA UNIVERSITY,BACHELOR OF ECONOMICS,18.831,19.914,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
2,1082146,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF ECONOMICS,18.831,19.914,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
3,1091146,TAITA TAVETA UNIVERSITY,BACHELOR OF ECONOMICS,18.831,19.914,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
4,1093146,UNIVERSITY OF EMBU,BACHELOR OF ECONOMICS,18.831,19.914,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
5,1111146,KENYATTA UNIVERSITY,BACHELOR OF ECONOMICS,26.413,24.1,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
6,1112146,TECHNICAL UNIVERSITY OF KENYA,BACHELOR OF ECONOMICS,25.284,24.78,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
7,1166146,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF ECONOMICS,18.831,19.914,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
8,1170146,MACHAKOS UNIVERSITY,BACHELOR OF ECONOMICS,18.831,19.914,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
